"DURATION","GEO","UNIT","TIME","ISCED11","SEX","AGE","Value","Flag and Footnotes"
"Zero minutes","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","39.5",""
"Zero minutes","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","51.5",""
"Zero minutes","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","38.0",""
"Zero minutes","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","36.6",""
"Zero minutes","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","36.9",""
"Zero minutes","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","43.2",""
"Zero minutes","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","60.0",""
"Zero minutes","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","18.4",""
"Zero minutes","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","24.3",""
"Zero minutes","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","27.0",""
"Zero minutes","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","33.2",""
"Zero minutes","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","44.1",""
"Zero minutes","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","15.0",""
"Zero minutes","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","24.6",""
"Zero minutes","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","24.4",""
"Zero minutes","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","26.3",""
"Zero minutes","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","41.6",""
"Zero minutes","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","18.0",""
"Zero minutes","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","22.3",""
"Zero minutes","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","23.8",""
"Zero minutes","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","26.2",""
"Zero minutes","Norway","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","38.3",""
"Zero minutes","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","19.9",""
"Zero minutes","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","23.9",""
"Zero minutes","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","22.6",""
"Zero minutes","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","23.5",""
"Zero minutes","Norway","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","47.1",""
"Zero minutes","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","68.4",""
"Zero minutes","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","81.1",""
"Zero minutes","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","85.4",""
"Zero minutes","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","89.1",""
"Zero minutes","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","93.4",""
"Zero minutes","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","89.0",""
"Zero minutes","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","91.6",""
"Zero minutes","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","93.7",""
"Zero minutes","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","96.5",""
"Zero minutes","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","98.4",""
"From 1 to 149 minutes","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","20.1",""
"From 1 to 149 minutes","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","24.7",""
"From 1 to 149 minutes","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","36.1",""
"From 1 to 149 minutes","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","19",""
"From 1 to 149 minutes","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over",":",""
"From 1 to 149 minutes","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","45.3",""
"From 1 to 149 minutes","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","45.4",""
"From 1 to 149 minutes","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","31.2",""
"From 1 to 149 minutes","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","34.7",""
"From 1 to 149 minutes","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over",":",""
"From 1 to 149 minutes","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","9.9",""
"From 1 to 149 minutes","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","11.7",""
"From 1 to 149 minutes","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","13.4",""
"From 1 to 149 minutes","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","8.7",""
"From 1 to 149 minutes","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","5.9",""
"From 1 to 149 minutes","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","17.0",""
"From 1 to 149 minutes","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","9.7",""
"From 1 to 149 minutes","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","6.5",""
"From 1 to 149 minutes","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","3.3",""
"From 1 to 149 minutes","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","1.0",""
"From 1 to 149 minutes","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","22.3",""
"From 1 to 149 minutes","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","22.9",""
"From 1 to 149 minutes","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","27.1",""
"From 1 to 149 minutes","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","24.5",""
"From 1 to 149 minutes","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","19.0",""
"From 1 to 149 minutes","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","27.1",""
"From 1 to 149 minutes","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","32.1",""
"From 1 to 149 minutes","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","27.5",""
"From 1 to 149 minutes","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","26.7",""
"From 1 to 149 minutes","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","15.0",""
"From 1 to 149 minutes","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","17.7",""
"From 1 to 149 minutes","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","28.9",""
"From 1 to 149 minutes","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","32.8",""
"From 1 to 149 minutes","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","25.4",""
"From 1 to 149 minutes","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","28.3",""
"From 1 to 149 minutes","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","22.4",""
"From 1 to 149 minutes","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","27.3",""
"From 1 to 149 minutes","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","30.8",""
"From 1 to 149 minutes","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","28.4",""
"From 1 to 149 minutes","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","25.3","u"
"From 1 to 149 minutes","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","16.0",""
"From 1 to 149 minutes","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","20.1",""
"From 1 to 149 minutes","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","23.0",""
"From 1 to 149 minutes","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","21.9",""
"From 1 to 149 minutes","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","17.6",""
"From 1 to 149 minutes","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","23.4",""
"From 1 to 149 minutes","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","26.9",""
"From 1 to 149 minutes","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","31.5",""
"From 1 to 149 minutes","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","25.5",""
"From 1 to 149 minutes","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","22.6",""
"From 1 to 149 minutes","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","26.6",""
"From 1 to 149 minutes","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","26.2",""
"From 1 to 149 minutes","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","25.4",""
"From 1 to 149 minutes","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","21.7",""
"From 1 to 149 minutes","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","18.1",""
"From 1 to 149 minutes","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","35.7",""
"From 1 to 149 minutes","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","31.4",""
"From 1 to 149 minutes","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","29.9",""
"From 1 to 149 minutes","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","26.1",""
"From 1 to 149 minutes","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","14.2",""
"From 1 to 149 minutes","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","17.8",""
"From 1 to 149 minutes","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","18.2","u"
"From 1 to 149 minutes","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","19.3",""
"From 1 to 149 minutes","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","16.4",""
"From 1 to 149 minutes","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","7.6","u"
"From 1 to 149 minutes","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","35.5",""
"From 1 to 149 minutes","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","25.1",""
"From 1 to 149 minutes","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","24.8",""
"From 1 to 149 minutes","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","15.5",""
"From 1 to 149 minutes","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","7.9","u"
"From 1 to 149 minutes","Greece","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","18.1",""
"From 1 to 149 minutes","Greece","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","16.8",""
"From 1 to 149 minutes","Greece","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","9.3",""
"From 1 to 149 minutes","Greece","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","8.3",""
"From 1 to 149 minutes","Greece","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","3.5",""
"From 1 to 149 minutes","Greece","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","17.3",""
"From 1 to 149 minutes","Greece","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","10.7",""
"From 1 to 149 minutes","Greece","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","12.3",""
"From 1 to 149 minutes","Greece","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","8.0",""
"From 1 to 149 minutes","Greece","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","2.6",""
"From 1 to 149 minutes","Spain","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","17.2",""
"From 1 to 149 minutes","Spain","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","15.7",""
"From 1 to 149 minutes","Spain","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","19.6",""
"From 1 to 149 minutes","Spain","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","13.6",""
"From 1 to 149 minutes","Spain","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","7.6",""
"From 1 to 149 minutes","Spain","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","21.1",""
"From 1 to 149 minutes","Spain","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","18.4",""
"From 1 to 149 minutes","Spain","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","18.5",""
"From 1 to 149 minutes","Spain","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","14.3",""
"From 1 to 149 minutes","Spain","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","9.2",""
"From 1 to 149 minutes","France","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","24.2",""
"From 1 to 149 minutes","France","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","26.7",""
"From 1 to 149 minutes","France","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","28.3",""
"From 1 to 149 minutes","France","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","22.8",""
"From 1 to 149 minutes","France","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","15.2",""
"From 1 to 149 minutes","France","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","35.0",""
"From 1 to 149 minutes","France","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","32.4",""
"From 1 to 149 minutes","France","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","33.9",""
"From 1 to 149 minutes","France","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","29.1",""
"From 1 to 149 minutes","France","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","17.2",""
"From 1 to 149 minutes","Croatia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","22.0",""
"From 1 to 149 minutes","Croatia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","26.3",""
"From 1 to 149 minutes","Croatia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","28.0",""
"From 1 to 149 minutes","Croatia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","23.2",""
"From 1 to 149 minutes","Croatia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","13.4",""
"From 1 to 149 minutes","Croatia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","35.3",""
"From 1 to 149 minutes","Croatia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","27.3",""
"From 1 to 149 minutes","Croatia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","27.8",""
"From 1 to 149 minutes","Croatia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","21.2",""
"From 1 to 149 minutes","Croatia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","7.2",""
"From 1 to 149 minutes","Italy","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","14.9",""
"From 1 to 149 minutes","Italy","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","20.2",""
"From 1 to 149 minutes","Italy","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","19.2",""
"From 1 to 149 minutes","Italy","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","17.6",""
"From 1 to 149 minutes","Italy","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","13.2",""
"From 1 to 149 minutes","Italy","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","19.2",""
"From 1 to 149 minutes","Italy","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","18.3",""
"From 1 to 149 minutes","Italy","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","19.2",""
"From 1 to 149 minutes","Italy","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","18.2",""
"From 1 to 149 minutes","Italy","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","11.4",""
"From 1 to 149 minutes","Cyprus","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","11.5",""
"From 1 to 149 minutes","Cyprus","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","13.5",""
"From 1 to 149 minutes","Cyprus","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","14.2",""
"From 1 to 149 minutes","Cyprus","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","14.2",""
"From 1 to 149 minutes","Cyprus","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","14.5",""
"From 1 to 149 minutes","Cyprus","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","14.3",""
"From 1 to 149 minutes","Cyprus","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","16.8",""
"From 1 to 149 minutes","Cyprus","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","13.7",""
"From 1 to 149 minutes","Cyprus","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","16.9",""
"From 1 to 149 minutes","Cyprus","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","13.6",""
"From 1 to 149 minutes","Latvia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","20.5",""
"From 1 to 149 minutes","Latvia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","24.6",""
"From 1 to 149 minutes","Latvia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","24.8",""
"From 1 to 149 minutes","Latvia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","22.2",""
"From 1 to 149 minutes","Latvia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","20.7",""
"From 1 to 149 minutes","Latvia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","34.0",""
"From 1 to 149 minutes","Latvia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","29.5",""
"From 1 to 149 minutes","Latvia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","30.1",""
"From 1 to 149 minutes","Latvia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","30.1",""
"From 1 to 149 minutes","Latvia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","18.8",""
"From 1 to 149 minutes","Lithuania","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","19.2",""
"From 1 to 149 minutes","Lithuania","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","16.1",""
"From 1 to 149 minutes","Lithuania","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","16.1",""
"From 1 to 149 minutes","Lithuania","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","18.1",""
"From 1 to 149 minutes","Lithuania","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","16.0",""
"From 1 to 149 minutes","Lithuania","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","21.6",""
"From 1 to 149 minutes","Lithuania","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","16.3",""
"From 1 to 149 minutes","Lithuania","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","14.7",""
"From 1 to 149 minutes","Lithuania","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","19.9",""
"From 1 to 149 minutes","Lithuania","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","8.8",""
"From 1 to 149 minutes","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","14.3","u"
"From 1 to 149 minutes","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","24.5",""
"From 1 to 149 minutes","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","27.0","u"
"From 1 to 149 minutes","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","17.5","u"
"From 1 to 149 minutes","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","12.3","u"
"From 1 to 149 minutes","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","33.0","u"
"From 1 to 149 minutes","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","30.6",""
"From 1 to 149 minutes","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","29.1",""
"From 1 to 149 minutes","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","20.3","u"
"From 1 to 149 minutes","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","13.2","u"
"From 1 to 149 minutes","Hungary","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","24.8",""
"From 1 to 149 minutes","Hungary","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","25.8",""
"From 1 to 149 minutes","Hungary","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","31.7",""
"From 1 to 149 minutes","Hungary","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","28.2",""
"From 1 to 149 minutes","Hungary","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","23.1",""
"From 1 to 149 minutes","Hungary","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","30.3",""
"From 1 to 149 minutes","Hungary","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","31.2",""
"From 1 to 149 minutes","Hungary","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","36.1",""
"From 1 to 149 minutes","Hungary","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","31.8",""
"From 1 to 149 minutes","Hungary","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","16.6",""
"From 1 to 149 minutes","Malta","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","20.0",""
"From 1 to 149 minutes","Malta","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","20.0",""
"From 1 to 149 minutes","Malta","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","21.0",""
"From 1 to 149 minutes","Malta","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","15.9",""
"From 1 to 149 minutes","Malta","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","13.1",""
"From 1 to 149 minutes","Malta","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","19.6",""
"From 1 to 149 minutes","Malta","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","21.0",""
"From 1 to 149 minutes","Malta","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","19.2",""
"From 1 to 149 minutes","Malta","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","17.6",""
"From 1 to 149 minutes","Malta","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","13.7",""
"From 1 to 149 minutes","Austria","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","16.4",""
"From 1 to 149 minutes","Austria","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","23.0",""
"From 1 to 149 minutes","Austria","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","28.4",""
"From 1 to 149 minutes","Austria","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","21.8",""
"From 1 to 149 minutes","Austria","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","18.3",""
"From 1 to 149 minutes","Austria","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","29.9",""
"From 1 to 149 minutes","Austria","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","31.9",""
"From 1 to 149 minutes","Austria","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","27.2",""
"From 1 to 149 minutes","Austria","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","25.7",""
"From 1 to 149 minutes","Austria","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","25.5",""
"From 1 to 149 minutes","Poland","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","27.0",""
"From 1 to 149 minutes","Poland","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","26.8",""
"From 1 to 149 minutes","Poland","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","25.2",""
"From 1 to 149 minutes","Poland","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","23.0",""
"From 1 to 149 minutes","Poland","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","21.0",""
"From 1 to 149 minutes","Poland","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","33.9",""
"From 1 to 149 minutes","Poland","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","25.9",""
"From 1 to 149 minutes","Poland","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","25.9",""
"From 1 to 149 minutes","Poland","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","25.4",""
"From 1 to 149 minutes","Poland","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","12.6",""
"From 1 to 149 minutes","Portugal","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","22.4",""
"From 1 to 149 minutes","Portugal","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","22.1",""
"From 1 to 149 minutes","Portugal","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","24.0",""
"From 1 to 149 minutes","Portugal","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","18.1",""
"From 1 to 149 minutes","Portugal","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","15.1",""
"From 1 to 149 minutes","Portugal","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","27.6",""
"From 1 to 149 minutes","Portugal","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","24.3",""
"From 1 to 149 minutes","Portugal","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","20.3",""
