"N_PORTION","GEO","UNIT","TIME","ISCED11","SEX","AGE","Value","Flag and Footnotes"
"0 portions","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","17.6",""
"0 portions","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","28.2",""
"0 portions","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","21.8",""
"0 portions","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","17.7",""
"0 portions","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","16.2",""
"0 portions","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","12.7",""
"0 portions","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","41.5",""
"0 portions","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","40.2",""
"0 portions","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","46.9",""
"0 portions","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","43.0",""
"0 portions","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","39.2",""
"0 portions","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","31.2",""
"0 portions","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","25.2",""
"0 portions","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","29.6",""
"0 portions","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","23.8",""
"0 portions","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","30.6",""
"0 portions","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","48.8",""
"0 portions","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","42.1",""
"0 portions","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","42.1",""
"0 portions","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","38.2",""
"0 portions","Norway","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","22.8",""
"0 portions","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","39.9",""
"0 portions","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","29.4",""
"0 portions","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","25.2",""
"0 portions","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","18.5",""
"0 portions","Norway","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","13.8",""
"0 portions","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","40.8",""
"0 portions","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","37.4",""
"0 portions","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","35.1",""
"0 portions","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","31.8",""
"0 portions","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","34.2",""
"0 portions","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","35.4",""
"0 portions","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","32.3",""
"0 portions","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","31.9",""
"0 portions","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","27.3",""
"0 portions","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","34.0",""
"From 1 to 4 portions","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","64.6",""
"From 1 to 4 portions","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","65.5",""
"From 1 to 4 portions","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","69.3",""
"From 1 to 4 portions","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","70.1",""
"From 1 to 4 portions","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","76.0",""
"From 1 to 4 portions","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","68.4",""
"From 1 to 4 portions","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","68.4",""
"From 1 to 4 portions","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","73.9",""
"From 1 to 4 portions","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","73.6",""
"From 1 to 4 portions","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","74.9",""
"From 1 to 4 portions","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","34.6",""
"From 1 to 4 portions","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","26.1",""
"From 1 to 4 portions","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","38.9",""
"From 1 to 4 portions","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","35.6",""
"From 1 to 4 portions","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","37.2",""
"From 1 to 4 portions","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","38.4",""
"From 1 to 4 portions","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","41.3",""
"From 1 to 4 portions","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","38.9",""
"From 1 to 4 portions","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","40.1",""
"From 1 to 4 portions","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","36.5",""
"From 1 to 4 portions","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","32.1",""
"From 1 to 4 portions","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","34.3",""
"From 1 to 4 portions","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","37.5",""
"From 1 to 4 portions","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","41.3",""
"From 1 to 4 portions","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","37.6",""
"From 1 to 4 portions","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","47.7",""
"From 1 to 4 portions","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","57.2",""
"From 1 to 4 portions","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","48.1",""
"From 1 to 4 portions","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","53.7",""
"From 1 to 4 portions","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","48.5",""
"From 1 to 4 portions","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","23.6",""
"From 1 to 4 portions","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","30.3",""
"From 1 to 4 portions","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","33.6",""
"From 1 to 4 portions","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","37.3",""
"From 1 to 4 portions","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","40.5",""
"From 1 to 4 portions","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","33.7",""
"From 1 to 4 portions","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","36.5",""
"From 1 to 4 portions","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","37.8",""
"From 1 to 4 portions","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","40.2",""
"From 1 to 4 portions","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","42.8",""
"From 1 to 4 portions","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","29.8",""
"From 1 to 4 portions","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","26.7",""
"From 1 to 4 portions","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","33.9",""
"From 1 to 4 portions","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","39.3",""
"From 1 to 4 portions","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","58.9",""
"From 1 to 4 portions","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","38.5",""
"From 1 to 4 portions","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","38.7",""
"From 1 to 4 portions","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","44.7",""
"From 1 to 4 portions","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","51.2",""
"From 1 to 4 portions","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","63.5",""
"From 1 to 4 portions","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","38.2",""
"From 1 to 4 portions","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","45.0",""
"From 1 to 4 portions","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","47.5",""
"From 1 to 4 portions","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","43.9",""
"From 1 to 4 portions","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","52.5",""
"From 1 to 4 portions","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","39.7",""
"From 1 to 4 portions","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","47.7",""
"From 1 to 4 portions","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","49.9",""
"From 1 to 4 portions","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","51.2",""
"From 1 to 4 portions","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","54.5",""
"From 1 to 4 portions","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","33.7",""
"From 1 to 4 portions","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","39.4",""
"From 1 to 4 portions","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","37.9",""
"From 1 to 4 portions","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","40.0",""
"From 1 to 4 portions","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","48.4",""
"From 1 to 4 portions","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","30.4",""
"From 1 to 4 portions","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","33.3",""
"From 1 to 4 portions","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","34.3",""
"From 1 to 4 portions","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","36.6",""
"From 1 to 4 portions","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","44.5",""
"From 1 to 4 portions","Greece","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","45.5",""
"From 1 to 4 portions","Greece","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","46.6",""
"From 1 to 4 portions","Greece","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","46.7",""
"From 1 to 4 portions","Greece","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","60.8",""
"From 1 to 4 portions","Greece","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","76.7",""
"From 1 to 4 portions","Greece","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","57.8",""
"From 1 to 4 portions","Greece","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","57.6",""
"From 1 to 4 portions","Greece","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","56.0",""
"From 1 to 4 portions","Greece","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","64.2",""
"From 1 to 4 portions","Greece","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","82.6",""
"From 1 to 4 portions","Spain","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","50.5",""
"From 1 to 4 portions","Spain","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","54.6",""
"From 1 to 4 portions","Spain","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","54.9",""
"From 1 to 4 portions","Spain","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","63.3",""
"From 1 to 4 portions","Spain","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","71.3",""
"From 1 to 4 portions","Spain","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","54.9",""
"From 1 to 4 portions","Spain","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","59.0",""
"From 1 to 4 portions","Spain","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","63.2",""
"From 1 to 4 portions","Spain","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","68.5",""
"From 1 to 4 portions","Spain","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","71.2",""
"From 1 to 4 portions","France","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","35.5",""
"From 1 to 4 portions","France","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","38.3",""
"From 1 to 4 portions","France","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","41.9",""
"From 1 to 4 portions","France","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","50.6",""
"From 1 to 4 portions","France","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","62.3",""
"From 1 to 4 portions","France","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","42.7",""
"From 1 to 4 portions","France","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","44.8",""
"From 1 to 4 portions","France","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","51.8",""
"From 1 to 4 portions","France","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","55.6",""
"From 1 to 4 portions","France","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","64.3",""
"From 1 to 4 portions","Croatia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","60.8",""
"From 1 to 4 portions","Croatia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","60.7",""
"From 1 to 4 portions","Croatia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","58.8",""
"From 1 to 4 portions","Croatia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","64.8",""
"From 1 to 4 portions","Croatia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","65.3",""
"From 1 to 4 portions","Croatia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","67.2",""
"From 1 to 4 portions","Croatia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","63.1",""
"From 1 to 4 portions","Croatia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","62.9",""
"From 1 to 4 portions","Croatia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","71.3",""
"From 1 to 4 portions","Croatia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","69.9",""
"From 1 to 4 portions","Italy","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","51.7",""
"From 1 to 4 portions","Italy","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","56.5",""
"From 1 to 4 portions","Italy","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","62.0",""
"From 1 to 4 portions","Italy","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","67.1",""
"From 1 to 4 portions","Italy","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","72.0",""
"From 1 to 4 portions","Italy","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","55.4",""
"From 1 to 4 portions","Italy","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","62.1",""
"From 1 to 4 portions","Italy","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","65.7",""
"From 1 to 4 portions","Italy","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","66.8",""
"From 1 to 4 portions","Italy","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","70.7",""
"From 1 to 4 portions","Cyprus","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","38.4",""
"From 1 to 4 portions","Cyprus","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","43.8",""
"From 1 to 4 portions","Cyprus","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","43.4",""
"From 1 to 4 portions","Cyprus","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","53.9",""
"From 1 to 4 portions","Cyprus","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","57.8",""
"From 1 to 4 portions","Cyprus","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","48.9",""
"From 1 to 4 portions","Cyprus","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","50.0",""
"From 1 to 4 portions","Cyprus","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","56.7",""
"From 1 to 4 portions","Cyprus","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","56.1",""
"From 1 to 4 portions","Cyprus","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","57.6",""
"From 1 to 4 portions","Latvia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","32.7",""
"From 1 to 4 portions","Latvia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","33.6",""
"From 1 to 4 portions","Latvia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","41.3",""
"From 1 to 4 portions","Latvia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","35.7",""
"From 1 to 4 portions","Latvia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","39.3",""
"From 1 to 4 portions","Latvia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","37.9",""
"From 1 to 4 portions","Latvia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","40.8",""
"From 1 to 4 portions","Latvia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","45.7",""
"From 1 to 4 portions","Latvia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","45.0",""
"From 1 to 4 portions","Latvia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","42.6",""
"From 1 to 4 portions","Lithuania","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","41.7",""
"From 1 to 4 portions","Lithuania","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","45.7",""
"From 1 to 4 portions","Lithuania","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","38.2",""
"From 1 to 4 portions","Lithuania","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","43.2",""
"From 1 to 4 portions","Lithuania","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","39.7",""
"From 1 to 4 portions","Lithuania","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","46.3",""
"From 1 to 4 portions","Lithuania","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","47.6",""
"From 1 to 4 portions","Lithuania","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","48.1",""
"From 1 to 4 portions","Lithuania","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","49.0",""
"From 1 to 4 portions","Lithuania","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","42.0",""
"From 1 to 4 portions","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","40.1",""
"From 1 to 4 portions","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","34.8",""
"From 1 to 4 portions","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","39.9",""
"From 1 to 4 portions","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","47.9",""
"From 1 to 4 portions","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","60.3",""
"From 1 to 4 portions","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","41.8",""
"From 1 to 4 portions","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","43.2",""
"From 1 to 4 portions","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","54.8",""
"From 1 to 4 portions","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","57.7",""
"From 1 to 4 portions","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","60.5",""
"From 1 to 4 portions","Hungary","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","49.1",""
"From 1 to 4 portions","Hungary","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","52.9",""
"From 1 to 4 portions","Hungary","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","47.4",""
"From 1 to 4 portions","Hungary","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","53.9",""
"From 1 to 4 portions","Hungary","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","65.9",""
"From 1 to 4 portions","Hungary","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","50.5",""
"From 1 to 4 portions","Hungary","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","52.6",""
"From 1 to 4 portions","Hungary","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","60.9",""
"From 1 to 4 portions","Hungary","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","60.1",""
"From 1 to 4 portions","Hungary","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","66.3",""
"From 1 to 4 portions","Malta","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","40.9",""
"From 1 to 4 portions","Malta","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","40.1",""
"From 1 to 4 portions","Malta","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","49.3",""
"From 1 to 4 portions","Malta","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","48.6",""
"From 1 to 4 portions","Malta","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","53.1",""
"From 1 to 4 portions","Malta","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","38.9",""
"From 1 to 4 portions","Malta","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","45.0",""
"From 1 to 4 portions","Malta","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","48.1",""
"From 1 to 4 portions","Malta","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","50.8",""
"From 1 to 4 portions","Malta","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","54.7",""
"From 1 to 4 portions","Netherlands","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","23.2",""
"From 1 to 4 portions","Netherlands","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","19.7",""
"From 1 to 4 portions","Netherlands","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","21.4",""
"From 1 to 4 portions","Netherlands","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","26.5",""
"From 1 to 4 portions","Netherlands","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","37.1",""
"From 1 to 4 portions","Netherlands","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","22.2",""
"From 1 to 4 portions","Netherlands","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","30.9",""
"From 1 to 4 portions","Netherlands","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","30.1",""
"From 1 to 4 portions","Netherlands","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","31.2",""
"From 1 to 4 portions","Netherlands","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","41.1",""
"From 1 to 4 portions","Austria","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","45.2",""
"From 1 to 4 portions","Austria","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","50.3",""
"From 1 to 4 portions","Austria","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","52.0",""
"From 1 to 4 portions","Austria","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","56.4",""
"From 1 to 4 portions","Austria","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","66.5",""
"From 1 to 4 portions","Austria","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","61.0",""
"From 1 to 4 portions","Austria","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","61.2",""
"From 1 to 4 portions","Austria","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","63.5",""
"From 1 to 4 portions","Austria","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","68.0",""
"From 1 to 4 portions","Austria","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","75.3",""
"From 1 to 4 portions","Poland","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","52.3",""
"From 1 to 4 portions","Poland","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","49.9",""
"From 1 to 4 portions","Poland","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","55.5",""
"From 1 to 4 portions","Poland","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","53.6",""
"From 1 to 4 portions","Poland","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","56.7",""
"From 1 to 4 portions","Poland","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","54.2",""
"From 1 to 4 portions","Poland","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","57.3",""
"From 1 to 4 portions","Poland","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","59.8",""
"From 1 to 4 portions","Poland","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","61.7",""
"From 1 to 4 portions","Poland","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","60.6",""
"From 1 to 4 portions","Portugal","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","50.0",""
"From 1 to 4 portions","Portugal","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","56.2",""
"From 1 to 4 portions","Portugal","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","59.3",""
