"BMI","GEO","UNIT","TIME","ISCED11","SEX","AGE","Value","Flag and Footnotes"
"Underweight","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","0.9",""
"Underweight","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","10.1",""
"Underweight","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","3.6",""
"Underweight","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","2.2",""
"Underweight","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","1.4",""
"Underweight","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","2.4",""
"Underweight","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","4.3",""
"Underweight","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","0.5",""
"Underweight","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","0",""
"Underweight","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","0",""
"Underweight","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","0.5",""
"Underweight","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","6.7",""
"Underweight","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","3.4",""
"Underweight","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","1.1",""
"Underweight","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","0.9",""
"Underweight","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","1.4",""
"Underweight","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","4.4",""
"Underweight","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","0.4",""
"Underweight","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","0.5",""
"Underweight","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","0.2",""
"Underweight","Norway","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","0.5",""
"Underweight","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","7.6",""
"Underweight","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","4.2",""
"Underweight","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","1.3",""
"Underweight","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","1.7",""
"Underweight","Norway","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","3.6",""
"Underweight","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","8.9",""
"Underweight","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","1.8",""
"Underweight","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","0.6",""
"Underweight","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","0.9",""
"Underweight","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","2.2",""
"Underweight","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","17.8",""
"Underweight","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","5.1",""
"Underweight","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","1.9",""
"Underweight","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","0.7",""
"Underweight","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","2.3",""
"Normal","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","69.4",""
"Normal","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","56.5",""
"Normal","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","45.6",""
"Normal","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","33.8",""
"Normal","Belgium","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","33.7",""
"Normal","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","71.2",""
"Normal","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","55.4",""
"Normal","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","62.1",""
"Normal","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","51.0",""
"Normal","Belgium","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","42.8",""
"Normal","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","71.3",""
"Normal","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","50.5",""
"Normal","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","32.9",""
"Normal","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","27.0",""
"Normal","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","34.1",""
"Normal","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","74.7",""
"Normal","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","68.3",""
"Normal","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","61.9",""
"Normal","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","41.6",""
"Normal","Bulgaria","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","34.7",""
"Normal","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","74.4",""
"Normal","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","54.4",""
"Normal","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","31.3",""
"Normal","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","19.1",""
"Normal","Czechia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","26.6",""
"Normal","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","82.3",""
"Normal","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","70.3",""
"Normal","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","59.6",""
"Normal","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","39.9",""
"Normal","Czechia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","28.8",""
"Normal","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","70.2",""
"Normal","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","59.4",""
"Normal","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","45.2",""
"Normal","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","33.5",""
"Normal","Denmark","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","36.2",""
"Normal","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","68.8",""
"Normal","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","61.0",""
"Normal","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","54.8",""
"Normal","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","52.9",""
"Normal","Denmark","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","51.1",""
"Normal","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","69.6",""
"Normal","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","54.4",""
"Normal","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","39.6",""
"Normal","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","30.4",""
"Normal","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","29.0",""
"Normal","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","69.7",""
"Normal","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","65.5",""
"Normal","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","59.6",""
"Normal","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","50.5",""
"Normal","Germany (until 1990 former territory of the FRG)","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","39.8",""
"Normal","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","70.0",""
"Normal","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","54.0",""
"Normal","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","38.6",""
"Normal","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","31.4",""
"Normal","Estonia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","34.9",""
"Normal","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","69.4",""
"Normal","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","66.9",""
"Normal","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","56.3",""
"Normal","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","37.0",""
"Normal","Estonia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","29.4",""
"Normal","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","58.5","u"
"Normal","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","45.1","u"
"Normal","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","32.4",""
"Normal","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","28.3",""
"Normal","Ireland","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","32.8",""
"Normal","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","66.0","u"
"Normal","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","50.9","u"
"Normal","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","53.4",""
"Normal","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","44.9",""
"Normal","Ireland","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","44.1",""
"Normal","Greece","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","61.0",""
"Normal","Greece","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","45.2",""
"Normal","Greece","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","31.0",""
"Normal","Greece","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","25.3",""
"Normal","Greece","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","27.7",""
"Normal","Greece","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","78.3",""
"Normal","Greece","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","67.5",""
"Normal","Greece","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","57.3",""
"Normal","Greece","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","41.2",""
"Normal","Greece","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","32.9",""
"Normal","Spain","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","70.3",""
"Normal","Spain","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","53.0",""
"Normal","Spain","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","40.0",""
"Normal","Spain","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","29.9",""
"Normal","Spain","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","26.0",""
"Normal","Spain","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","69.4",""
"Normal","Spain","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","65.6",""
"Normal","Spain","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","61.5",""
"Normal","Spain","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","48.6",""
"Normal","Spain","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","32.2",""
"Normal","France","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","70.0",""
"Normal","France","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","58.1",""
"Normal","France","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","49.2",""
"Normal","France","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","37.3",""
"Normal","France","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","31.3",""
"Normal","France","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","66.7",""
"Normal","France","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","62.8",""
"Normal","France","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","57.6",""
"Normal","France","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","51.4",""
"Normal","France","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","44.0",""
"Normal","Croatia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","68.1",""
"Normal","Croatia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","47.0",""
"Normal","Croatia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","30.3",""
"Normal","Croatia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","18.8",""
"Normal","Croatia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","26.1",""
"Normal","Croatia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","76.8",""
"Normal","Croatia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","69.3",""
"Normal","Croatia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","59.0",""
"Normal","Croatia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","41.4",""
"Normal","Croatia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","30.3",""
"Normal","Italy","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","74.0",""
"Normal","Italy","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","57.9",""
"Normal","Italy","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","47.1",""
"Normal","Italy","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","38.1",""
"Normal","Italy","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","35.3",""
"Normal","Italy","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","70.0",""
"Normal","Italy","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","71.9",""
"Normal","Italy","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","68.6",""
"Normal","Italy","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","57.0",""
"Normal","Italy","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","44.8",""
"Normal","Cyprus","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","73.3",""
"Normal","Cyprus","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","52.0",""
"Normal","Cyprus","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","37.6",""
"Normal","Cyprus","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","27.9",""
"Normal","Cyprus","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","27.7",""
"Normal","Cyprus","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","68.6",""
"Normal","Cyprus","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","66.9",""
"Normal","Cyprus","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","65.5",""
"Normal","Cyprus","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","47.0",""
"Normal","Cyprus","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","35.4",""
"Normal","Latvia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","72.2",""
"Normal","Latvia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","48.8",""
"Normal","Latvia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","37.5",""
"Normal","Latvia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","31.9",""
"Normal","Latvia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","32.2",""
"Normal","Latvia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","78.6",""
"Normal","Latvia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","70.5",""
"Normal","Latvia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","55.9",""
"Normal","Latvia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","31.6",""
"Normal","Latvia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","22.8",""
"Normal","Lithuania","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","74.8",""
"Normal","Lithuania","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","54.1",""
"Normal","Lithuania","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","41.1",""
"Normal","Lithuania","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","28.8",""
"Normal","Lithuania","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","31.4",""
"Normal","Lithuania","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","77.2",""
"Normal","Lithuania","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","70.5",""
"Normal","Lithuania","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","52.5",""
"Normal","Lithuania","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","32.7",""
"Normal","Lithuania","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","26.3",""
"Normal","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","67.1",""
"Normal","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","54.4",""
"Normal","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","41.3",""
"Normal","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","34.1",""
"Normal","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","32.0",""
"Normal","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","77.3",""
"Normal","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","64.7",""
"Normal","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","58.3",""
"Normal","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","51.1",""
"Normal","Luxembourg","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","42.6",""
"Normal","Hungary","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","69.6",""
"Normal","Hungary","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","47.8",""
"Normal","Hungary","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","35.1",""
"Normal","Hungary","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","23.7",""
"Normal","Hungary","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","27.1",""
"Normal","Hungary","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","70.1",""
"Normal","Hungary","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","62.0",""
"Normal","Hungary","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","57.1",""
"Normal","Hungary","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","37.2",""
"Normal","Hungary","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","33.9",""
"Normal","Malta","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","56.9",""
"Normal","Malta","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","37.3",""
"Normal","Malta","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","27.4",""
"Normal","Malta","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","24.8",""
"Normal","Malta","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","27.3",""
"Normal","Malta","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","62.6",""
"Normal","Malta","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","53.7",""
"Normal","Malta","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","42.7",""
"Normal","Malta","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","35.8",""
"Normal","Malta","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","29.3","u"
"Normal","Netherlands","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","74.5",""
"Normal","Netherlands","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","61.9",""
"Normal","Netherlands","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","44.3",""
"Normal","Netherlands","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","34.5",""
"Normal","Netherlands","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","35.9",""
"Normal","Netherlands","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","72.2",""
"Normal","Netherlands","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","60.7",""
"Normal","Netherlands","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","54.5",""
"Normal","Netherlands","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","47.8",""
"Normal","Netherlands","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","44.2",""
"Normal","Austria","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","69.4",""
"Normal","Austria","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","53.2",""
"Normal","Austria","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","43.3",""
"Normal","Austria","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","33.8",""
"Normal","Austria","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","34.1",""
"Normal","Austria","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","73.6",""
"Normal","Austria","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","67.5",""
"Normal","Austria","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","63.6",""
"Normal","Austria","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","53.0",""
"Normal","Austria","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","39.9",""
"Normal","Poland","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","72.2",""
"Normal","Poland","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","44.5",""
"Normal","Poland","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","30.3",""
"Normal","Poland","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","25.6",""
"Normal","Poland","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","26.3",""
"Normal","Poland","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","71.7",""
"Normal","Poland","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","69.6",""
"Normal","Poland","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","58.8",""
"Normal","Poland","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","39.6",""
"Normal","Poland","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","30.2",""
"Normal","Portugal","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","67.6",""
"Normal","Portugal","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","55.1",""
"Normal","Portugal","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","41.9",""
"Normal","Portugal","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","32.0",""
"Normal","Portugal","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","33.3",""
"Normal","Portugal","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","66.6",""
"Normal","Portugal","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","69.5",""
"Normal","Portugal","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","55.3",""
"Normal","Portugal","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","39.3",""
"Normal","Portugal","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","34.4",""
"Normal","Romania","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","73.7",""
"Normal","Romania","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","48.4",""
"Normal","Romania","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","34.3",""
"Normal","Romania","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","23.3",""
"Normal","Romania","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","31.1",""
"Normal","Romania","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","79.5",""
"Normal","Romania","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","70.0",""
"Normal","Romania","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","56.1",""
"Normal","Romania","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","36.5",""
"Normal","Romania","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","36.6",""
"Normal","Slovenia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","69.5",""
"Normal","Slovenia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","49.6",""
"Normal","Slovenia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","29.7",""
"Normal","Slovenia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","24.3",""
"Normal","Slovenia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","29.5",""
"Normal","Slovenia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","71.7",""
"Normal","Slovenia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","67.7",""
"Normal","Slovenia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","56.8",""
"Normal","Slovenia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","41.4",""
"Normal","Slovenia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","34.8",""
"Normal","Slovakia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","70.2",""
"Normal","Slovakia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","49.5",""
"Normal","Slovakia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","31.4",""
"Normal","Slovakia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","22.7",""
