"LEVELS","GEO","SEX","AGE","ISCED11","TIME","UNIT","Value","Flag and Footnotes"
"Mild","Turkey","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","14.8",""
"Mild","Turkey","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","17.1",""
"Mild","Turkey","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","17.2",""
"Mild","Turkey","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","17.6",""
"Mild","Turkey","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","22.7",""
"Mild","Turkey","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","23.3",""
"Mild","Turkey","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","25.3",""
"Mild","Turkey","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","26.7",""
"Mild","Turkey","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","32.9",""
"Mild","Turkey","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","36.9",""
"None or minimum","Bulgaria","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","97.2",""
"None or minimum","Bulgaria","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","93.9",""
"None or minimum","Bulgaria","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","91.9",""
"None or minimum","Bulgaria","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","85.7",""
"None or minimum","Bulgaria","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","70.2",""
"None or minimum","Bulgaria","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","90.4",""
"None or minimum","Bulgaria","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","93.1",""
"None or minimum","Bulgaria","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","87.5",""
"None or minimum","Bulgaria","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","79.1",""
"None or minimum","Bulgaria","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","60.1",""
"None or minimum","Czechia","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","96.2",""
"None or minimum","Czechia","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","93.7",""
"None or minimum","Czechia","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","95.2",""
"None or minimum","Czechia","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","92.4",""
"None or minimum","Czechia","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","82.8",""
"None or minimum","Czechia","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","96.3",""
"None or minimum","Czechia","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","94.8",""
"None or minimum","Czechia","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","89.1",""
"None or minimum","Czechia","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","86.7",""
"None or minimum","Czechia","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","77.5",""
"None or minimum","Denmark","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","79.1",""
"None or minimum","Denmark","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","78.7",""
"None or minimum","Denmark","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","74.7",""
"None or minimum","Denmark","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","81.1",""
"None or minimum","Denmark","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","86.0",""
"None or minimum","Denmark","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","59.1",""
"None or minimum","Denmark","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","69.6",""
"None or minimum","Denmark","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","70.2",""
"None or minimum","Denmark","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","74.2",""
"None or minimum","Denmark","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","82.6",""
"None or minimum","Germany (until 1990 former territory of the FRG)","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","67.2",""
"None or minimum","Germany (until 1990 former territory of the FRG)","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","70.0",""
"None or minimum","Germany (until 1990 former territory of the FRG)","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","73.3",""
"None or minimum","Germany (until 1990 former territory of the FRG)","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","70.2",""
"None or minimum","Germany (until 1990 former territory of the FRG)","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","78.4",""
"None or minimum","Germany (until 1990 former territory of the FRG)","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","55.0",""
"None or minimum","Germany (until 1990 former territory of the FRG)","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","60.7",""
"None or minimum","Germany (until 1990 former territory of the FRG)","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","66.6",""
"None or minimum","Germany (until 1990 former territory of the FRG)","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","63.9",""
"None or minimum","Germany (until 1990 former territory of the FRG)","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","71.2",""
"None or minimum","Estonia","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","83.2",""
"None or minimum","Estonia","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","83.2",""
"None or minimum","Estonia","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","86.8",""
"None or minimum","Estonia","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","75.5",""
"None or minimum","Estonia","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","72.9",""
"None or minimum","Estonia","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","72.3",""
"None or minimum","Estonia","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","77.0",""
"None or minimum","Estonia","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","77.8",""
"None or minimum","Estonia","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","71.7",""
"None or minimum","Estonia","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","58.0",""
"None or minimum","Ireland","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","73.9",""
"None or minimum","Ireland","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","75.5",""
"None or minimum","Ireland","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","80.1",""
"None or minimum","Ireland","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","79.2",""
"None or minimum","Ireland","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","84.5",""
"None or minimum","Ireland","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","60.4",""
"None or minimum","Ireland","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","65.6",""
"None or minimum","Ireland","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","72.8",""
"None or minimum","Ireland","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","78.2",""
"None or minimum","Ireland","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","79.8","u"
"None or minimum","Greece","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","95.7",""
"None or minimum","Greece","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","93.9",""
"None or minimum","Greece","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","92.6",""
"None or minimum","Greece","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","93.2",""
"None or minimum","Greece","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","84.6",""
"None or minimum","Greece","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","96.1",""
"None or minimum","Greece","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","91.6",""
"None or minimum","Greece","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","87.5",""
"None or minimum","Greece","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","87.6",""
"None or minimum","Greece","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","74.3",""
"None or minimum","Spain","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","95.0",""
"None or minimum","Spain","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","90.9",""
"None or minimum","Spain","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","91.0",""
"None or minimum","Spain","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","88.4",""
"None or minimum","Spain","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","89.6",""
"None or minimum","Spain","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","88.7",""
"None or minimum","Spain","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","85.4",""
"None or minimum","Spain","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","84.2",""
"None or minimum","Spain","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","78.3",""
"None or minimum","Spain","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","73.0",""
"None or minimum","France","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","86.3",""
"None or minimum","France","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","85.8",""
"None or minimum","France","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","79.8",""
"None or minimum","France","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","84.0",""
"None or minimum","France","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","79.7",""
"None or minimum","France","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","76.8",""
"None or minimum","France","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","76.8",""
"None or minimum","France","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","75.1",""
"None or minimum","France","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","71.4",""
"None or minimum","France","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","65.3",""
"None or minimum","Croatia","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","98.7",""
"None or minimum","Croatia","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","96.4",""
"None or minimum","Croatia","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","93.8",""
"None or minimum","Croatia","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","87.3",""
"None or minimum","Croatia","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","83.8",""
"None or minimum","Croatia","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","94.5",""
"None or minimum","Croatia","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","94.2",""
"None or minimum","Croatia","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","89.9",""
"None or minimum","Croatia","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","86.3",""
"None or minimum","Croatia","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","76.6",""
"None or minimum","Italy","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","94.3",""
"None or minimum","Italy","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","93.9",""
"None or minimum","Italy","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","92.5",""
"None or minimum","Italy","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","89.3",""
"None or minimum","Italy","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","81.9",""
"None or minimum","Italy","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","90.3",""
"None or minimum","Italy","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","91.4",""
"None or minimum","Italy","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","88.2",""
"None or minimum","Italy","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","83.1",""
"None or minimum","Italy","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","68.1",""
"None or minimum","Cyprus","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","97.9",""
"None or minimum","Cyprus","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","93.8",""
"None or minimum","Cyprus","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","92.7",""
"None or minimum","Cyprus","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","88.7",""
"None or minimum","Cyprus","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","87.1",""
"None or minimum","Cyprus","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","96.4",""
"None or minimum","Cyprus","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","92.8",""
"None or minimum","Cyprus","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","91.3",""
"None or minimum","Cyprus","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","80.8",""
"None or minimum","Cyprus","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","68.6",""
"None or minimum","Latvia","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","89.6",""
"None or minimum","Latvia","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","89.6",""
"None or minimum","Latvia","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","87.1",""
"None or minimum","Latvia","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","86.5",""
"None or minimum","Latvia","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","80.3",""
"None or minimum","Latvia","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","82.4",""
"None or minimum","Latvia","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","84.4",""
"None or minimum","Latvia","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","85.2",""
"None or minimum","Latvia","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","79.1",""
"None or minimum","Latvia","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","71.6",""
"None or minimum","Lithuania","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","96.8",""
"None or minimum","Lithuania","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","95.8",""
"None or minimum","Lithuania","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","94.1",""
"None or minimum","Lithuania","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","89.7",""
"None or minimum","Lithuania","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","82.6",""
"None or minimum","Lithuania","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","95.8",""
"None or minimum","Lithuania","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","91.7",""
"None or minimum","Lithuania","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","92.2",""
"None or minimum","Lithuania","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","83.9",""
"None or minimum","Lithuania","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","69.8",""
"None or minimum","Luxembourg","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","67.2",""
"None or minimum","Luxembourg","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","67.8",""
"None or minimum","Luxembourg","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","73.1",""
"None or minimum","Luxembourg","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","72.9",""
"None or minimum","Luxembourg","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","78.1",""
"None or minimum","Luxembourg","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","52.7",""
"None or minimum","Luxembourg","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","61.3",""
"None or minimum","Luxembourg","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","64.7",""
"None or minimum","Luxembourg","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","65.8",""
"None or minimum","Luxembourg","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","70.0",""
"None or minimum","Hungary","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","91.6",""
"None or minimum","Hungary","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","89.6",""
"None or minimum","Hungary","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","85.0",""
"None or minimum","Hungary","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","73.4",""
"None or minimum","Hungary","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","65.4",""
"None or minimum","Hungary","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","83.5",""
"None or minimum","Hungary","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","80.3",""
"None or minimum","Hungary","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","79.7",""
"None or minimum","Hungary","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","67.5",""
"None or minimum","Hungary","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","52.1",""
"None or minimum","Malta","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","88.4",""
"None or minimum","Malta","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","93.1",""
"None or minimum","Malta","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","92.6",""
"None or minimum","Malta","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","86.8",""
"None or minimum","Malta","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","90.0",""
"None or minimum","Malta","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","83.9",""
"None or minimum","Malta","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","89.8",""
"None or minimum","Malta","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","85.9",""
"None or minimum","Malta","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","83.4",""
"None or minimum","Malta","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","79.4",""
"None or minimum","Austria","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","86.3",""
"None or minimum","Austria","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","85.7",""
"None or minimum","Austria","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","85.8",""
"None or minimum","Austria","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","84.7",""
"None or minimum","Austria","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","82.2",""
"None or minimum","Austria","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","78.5",""
"None or minimum","Austria","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","78.4",""
"None or minimum","Austria","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","77.9",""
"None or minimum","Austria","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","75.4",""
"None or minimum","Austria","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","76.4",""
"None or minimum","Poland","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","94.6",""
"None or minimum","Poland","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","93.8",""
"None or minimum","Poland","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","92.2",""
"None or minimum","Poland","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","85.0",""
"None or minimum","Poland","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","75.9",""
"None or minimum","Poland","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","91.2",""
"None or minimum","Poland","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","87.6",""
"None or minimum","Poland","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","86.4",""
"None or minimum","Poland","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","79.0",""
"None or minimum","Poland","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","63.5",""
"None or minimum","Portugal","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","88.9",""
"None or minimum","Portugal","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","89.6",""
"None or minimum","Portugal","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","89.0",""
"None or minimum","Portugal","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","81.5",""
"None or minimum","Portugal","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","75.6",""
"None or minimum","Portugal","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","83.0",""
"None or minimum","Portugal","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","77.2",""
"None or minimum","Portugal","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","74.4",""
"None or minimum","Portugal","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","61.1",""
"None or minimum","Portugal","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","52.0",""
"None or minimum","Romania","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","96.3",""
"None or minimum","Romania","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","93.2",""
"None or minimum","Romania","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","90.1",""
"None or minimum","Romania","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","83.7",""
"None or minimum","Romania","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","64.8",""
"None or minimum","Romania","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","94.5",""
"None or minimum","Romania","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","90.9",""
"None or minimum","Romania","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","89.4",""
"None or minimum","Romania","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","79.4",""
"None or minimum","Romania","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","58.1",""
"None or minimum","Slovenia","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","80.1",""
"None or minimum","Slovenia","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","82.5",""
"None or minimum","Slovenia","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","83.9",""
"None or minimum","Slovenia","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","87.0",""
"None or minimum","Slovenia","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","84.6",""
"None or minimum","Slovenia","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","64.8",""
"None or minimum","Slovenia","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","74.0",""
"None or minimum","Slovenia","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","79.5",""
"None or minimum","Slovenia","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","76.8",""
"None or minimum","Slovenia","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","73.3",""
"None or minimum","Slovakia","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","94.8",""
"None or minimum","Slovakia","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","96.2",""
"None or minimum","Slovakia","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","93.7",""
"None or minimum","Slovakia","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","87.1",""
"None or minimum","Slovakia","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","75.5",""
"None or minimum","Slovakia","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","95.4",""
"None or minimum","Slovakia","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","92.2",""
"None or minimum","Slovakia","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","90.4",""
"None or minimum","Slovakia","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","84.0",""
"None or minimum","Slovakia","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","69.7",""
"None or minimum","Finland","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","80.7",""
"None or minimum","Finland","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","78.8",""
"None or minimum","Finland","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","81.9",""
"None or minimum","Finland","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","83.1",""
"None or minimum","Finland","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","90.4",""
"None or minimum","Finland","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","70.4",""
"None or minimum","Finland","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","72.3",""
"None or minimum","Finland","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","76.5",""
"None or minimum","Finland","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","83.1",""
"None or minimum","Finland","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","88.8","u"
"None or minimum","Sweden","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","79.1",""
"None or minimum","Sweden","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","73.6",""
"None or minimum","Sweden","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","80.3",""
"None or minimum","Sweden","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","80.6",""
"None or minimum","Sweden","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","86.8",""
"None or minimum","Sweden","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","61.3",""
"None or minimum","Sweden","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","65.4",""
"None or minimum","Sweden","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","69.8",""
"None or minimum","Sweden","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","72.3",""
"None or minimum","Sweden","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","79.2",""
"None or minimum","United Kingdom","Males","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","89.0",""
"None or minimum","United Kingdom","Males","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","87.7",""
"None or minimum","United Kingdom","Males","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","84.0",""
"None or minimum","United Kingdom","Males","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","79.7",""
"None or minimum","United Kingdom","Males","65 years or over","All ISCED 2011 levels ","2014","Percentage","87.9",""
"None or minimum","United Kingdom","Females","From 15 to 24 years","All ISCED 2011 levels ","2014","Percentage","74.8",""
"None or minimum","United Kingdom","Females","From 25 to 34 years","All ISCED 2011 levels ","2014","Percentage","79.9",""
"None or minimum","United Kingdom","Females","From 35 to 44 years","All ISCED 2011 levels ","2014","Percentage","80.5",""
"None or minimum","United Kingdom","Females","From 45 to 64 years","All ISCED 2011 levels ","2014","Percentage","76.6",""
"None or minimum","United Kingdom","Females","65 years or over","All ISCED 2011 levels ","2014","Percentage","80.8",""
