"LEVELS","GEO","UNIT","ISCED11","TIME","SEX","AGE","Value","Flag and Footnotes"
"Moderate","United Kingdom","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","16.9",""
"Moderate","United Kingdom","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","8.7",""
"Moderate","United Kingdom","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","11.0",""
"Moderate","United Kingdom","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","11.5",""
"Moderate","United Kingdom","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","16.4",""
"Moderate","United Kingdom","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","23.2",""
"Moderate","Iceland","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","12.6",""
"Moderate","Iceland","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","11.8",""
"Moderate","Iceland","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","13.8",""
"Moderate","Iceland","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","15.5",""
"Moderate","Iceland","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","18.8",""
"Moderate","Iceland","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","16.1",""
"Moderate","Iceland","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","16.4",""
"Moderate","Iceland","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","17.5",""
"Moderate","Iceland","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","21.9",""
"Moderate","Iceland","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","28.7",""
"Moderate","Norway","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","7.1",""
"Moderate","Norway","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","10.2",""
"Moderate","Norway","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","13.8",""
"Moderate","Norway","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","15.4",""
"Moderate","Norway","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","12.9",""
"Moderate","Norway","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","10.8",""
"Moderate","Norway","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","17.3",""
"Moderate","Norway","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","19.0",""
"Moderate","Norway","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","22.3",""
"Moderate","Norway","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","18.6",""
"Moderate","Turkey","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","8.0",""
"Moderate","Turkey","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","8.7",""
"Moderate","Turkey","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","11.8",""
"Moderate","Turkey","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","12.5",""
"Moderate","Turkey","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","20.3",""
"Moderate","Turkey","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","9.7",""
"Moderate","Turkey","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","15.6",""
"Moderate","Turkey","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","18.9",""
"Moderate","Turkey","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","21.0",""
"Moderate","Turkey","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","23.2",""
"Mild or very mild","Belgium","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","18.4",""
"Mild or very mild","Belgium","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","22.9",""
"Mild or very mild","Belgium","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","21.5",""
"Mild or very mild","Belgium","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","26.0",""
"Mild or very mild","Belgium","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","26.2",""
"Mild or very mild","Belgium","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","20.1",""
"Mild or very mild","Belgium","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","24.2",""
"Mild or very mild","Belgium","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","27.1",""
"Mild or very mild","Belgium","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","23.2",""
"Mild or very mild","Belgium","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","30.4",""
"Mild or very mild","Bulgaria","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","7.8",""
"Mild or very mild","Bulgaria","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","9.7",""
"Mild or very mild","Bulgaria","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","17.4",""
"Mild or very mild","Bulgaria","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","29.0",""
"Mild or very mild","Bulgaria","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","34.8",""
"Mild or very mild","Bulgaria","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","11.1",""
"Mild or very mild","Bulgaria","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","13.1",""
"Mild or very mild","Bulgaria","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","27.4",""
"Mild or very mild","Bulgaria","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","34.0",""
"Mild or very mild","Bulgaria","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","34.2",""
"Mild or very mild","Czechia","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","14.0",""
"Mild or very mild","Czechia","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","20.1",""
"Mild or very mild","Czechia","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","23.3",""
"Mild or very mild","Czechia","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","31.0",""
"Mild or very mild","Czechia","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","41.0",""
"Mild or very mild","Czechia","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","17.1",""
"Mild or very mild","Czechia","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","20.3",""
"Mild or very mild","Czechia","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","24.9",""
"Mild or very mild","Czechia","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","32.7",""
"Mild or very mild","Czechia","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","40.9",""
"Mild or very mild","Denmark","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","30.4",""
"Mild or very mild","Denmark","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","39.9",""
"Mild or very mild","Denmark","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","40.1",""
"Mild or very mild","Denmark","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","33.1",""
"Mild or very mild","Denmark","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","30.6",""
"Mild or very mild","Denmark","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","40.6",""
"Mild or very mild","Denmark","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","36.7",""
"Mild or very mild","Denmark","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","38.9",""
"Mild or very mild","Denmark","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","39.1",""
"Mild or very mild","Denmark","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","32.7",""
"Mild or very mild","Germany (until 1990 former territory of the FRG)","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","35.8",""
"Mild or very mild","Germany (until 1990 former territory of the FRG)","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","35.6",""
"Mild or very mild","Germany (until 1990 former territory of the FRG)","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","35.2",""
"Mild or very mild","Germany (until 1990 former territory of the FRG)","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","33.6",""
"Mild or very mild","Germany (until 1990 former territory of the FRG)","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","34.5",""
"Mild or very mild","Germany (until 1990 former territory of the FRG)","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","39.1",""
"Mild or very mild","Germany (until 1990 former territory of the FRG)","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","35.4",""
"Mild or very mild","Germany (until 1990 former territory of the FRG)","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","35.5",""
"Mild or very mild","Germany (until 1990 former territory of the FRG)","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","31.9",""
"Mild or very mild","Germany (until 1990 former territory of the FRG)","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","27.6",""
"Mild or very mild","Estonia","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","30.4",""
"Mild or very mild","Estonia","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","29.6",""
"Mild or very mild","Estonia","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","23.5",""
"Mild or very mild","Estonia","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","22.6",""
"Mild or very mild","Estonia","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","23.2",""
"Mild or very mild","Estonia","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","29.8",""
"Mild or very mild","Estonia","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","22.9",""
"Mild or very mild","Estonia","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","23.1",""
"Mild or very mild","Estonia","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","25.9",""
"Mild or very mild","Estonia","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","26.5",""
"Mild or very mild","Ireland","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","32.8",""
"Mild or very mild","Ireland","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","30.6",""
"Mild or very mild","Ireland","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","28.6",""
"Mild or very mild","Ireland","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","28.8",""
"Mild or very mild","Ireland","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","32.3",""
"Mild or very mild","Ireland","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","31.5",""
"Mild or very mild","Ireland","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","28.2",""
"Mild or very mild","Ireland","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","27.8",""
"Mild or very mild","Ireland","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","30.5",""
"Mild or very mild","Ireland","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","30.9",""
"Mild or very mild","Greece","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","12.4",""
"Mild or very mild","Greece","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","14.1",""
"Mild or very mild","Greece","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","16.2",""
"Mild or very mild","Greece","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","21.5",""
"Mild or very mild","Greece","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","29.8",""
"Mild or very mild","Greece","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","12.7",""
"Mild or very mild","Greece","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","16.2",""
"Mild or very mild","Greece","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","19.7",""
"Mild or very mild","Greece","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","25.0",""
"Mild or very mild","Greece","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","29.4",""
"Mild or very mild","Spain","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","15.4",""
"Mild or very mild","Spain","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","16.4",""
"Mild or very mild","Spain","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","19.3",""
"Mild or very mild","Spain","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","20.6",""
"Mild or very mild","Spain","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","25.5",""
"Mild or very mild","Spain","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","21.9",""
"Mild or very mild","Spain","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","20.0",""
"Mild or very mild","Spain","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","22.8",""
"Mild or very mild","Spain","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","24.2",""
"Mild or very mild","Spain","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","25.3",""
"Mild or very mild","France","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","29.3",""
"Mild or very mild","France","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","37.5",""
"Mild or very mild","France","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","39.0",""
"Mild or very mild","France","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","43.3",""
"Mild or very mild","France","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","38.0",""
"Mild or very mild","France","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","34.5",""
"Mild or very mild","France","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","37.6",""
"Mild or very mild","France","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","37.5",""
"Mild or very mild","France","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","39.2",""
"Mild or very mild","France","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","31.8",""
"Mild or very mild","Croatia","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","11.4",""
"Mild or very mild","Croatia","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","11.4",""
"Mild or very mild","Croatia","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","21.5",""
"Mild or very mild","Croatia","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","24.5",""
"Mild or very mild","Croatia","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","26.8",""
"Mild or very mild","Croatia","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","19.7",""
"Mild or very mild","Croatia","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","20.4",""
"Mild or very mild","Croatia","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","28.5",""
"Mild or very mild","Croatia","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","29.6",""
"Mild or very mild","Croatia","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","25.4",""
"Mild or very mild","Italy","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","9.5",""
"Mild or very mild","Italy","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","11.9",""
"Mild or very mild","Italy","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","15.1",""
"Mild or very mild","Italy","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","17.4",""
"Mild or very mild","Italy","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","20.1",""
"Mild or very mild","Italy","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","12.3",""
"Mild or very mild","Italy","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","15.0",""
"Mild or very mild","Italy","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","17.3",""
"Mild or very mild","Italy","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","19.7",""
"Mild or very mild","Italy","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","21.0",""
"Mild or very mild","Cyprus","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","5.3",""
"Mild or very mild","Cyprus","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","9.7",""
"Mild or very mild","Cyprus","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","7.1",""
"Mild or very mild","Cyprus","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","12.3",""
"Mild or very mild","Cyprus","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","15.9",""
"Mild or very mild","Cyprus","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","7.6",""
"Mild or very mild","Cyprus","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","13.6",""
"Mild or very mild","Cyprus","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","12.3",""
"Mild or very mild","Cyprus","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","19.3",""
"Mild or very mild","Cyprus","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","21.8",""
"Mild or very mild","Latvia","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","20.4",""
"Mild or very mild","Latvia","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","18.8",""
"Mild or very mild","Latvia","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","28.7",""
"Mild or very mild","Latvia","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","29.8",""
"Mild or very mild","Latvia","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","37.2",""
"Mild or very mild","Latvia","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","26.1",""
"Mild or very mild","Latvia","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","28.8",""
"Mild or very mild","Latvia","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","29.4",""
"Mild or very mild","Latvia","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","32.7",""
"Mild or very mild","Latvia","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","41.6",""
"Mild or very mild","Lithuania","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","10.4",""
"Mild or very mild","Lithuania","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","14.0",""
"Mild or very mild","Lithuania","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","24.8",""
"Mild or very mild","Lithuania","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","28.4",""
"Mild or very mild","Lithuania","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","29.1",""
"Mild or very mild","Lithuania","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","13.6",""
"Mild or very mild","Lithuania","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","17.7",""
"Mild or very mild","Lithuania","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","28.3",""
"Mild or very mild","Lithuania","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","28.5",""
"Mild or very mild","Lithuania","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","23.3",""
"Mild or very mild","Luxembourg","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","42.0",""
"Mild or very mild","Luxembourg","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","41.7",""
"Mild or very mild","Luxembourg","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","35.9",""
"Mild or very mild","Luxembourg","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","38.8",""
"Mild or very mild","Luxembourg","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","42.6",""
"Mild or very mild","Luxembourg","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","45.2",""
"Mild or very mild","Luxembourg","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","40.3",""
"Mild or very mild","Luxembourg","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","40.3",""
"Mild or very mild","Luxembourg","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","39.7",""
"Mild or very mild","Luxembourg","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","36.3",""
"Mild or very mild","Hungary","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","14.0",""
"Mild or very mild","Hungary","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","15.4",""
"Mild or very mild","Hungary","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","19.3",""
"Mild or very mild","Hungary","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","23.4",""
"Mild or very mild","Hungary","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","29.7",""
"Mild or very mild","Hungary","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","14.0",""
"Mild or very mild","Hungary","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","15.9",""
"Mild or very mild","Hungary","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","16.9",""
"Mild or very mild","Hungary","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","24.0",""
"Mild or very mild","Hungary","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","25.2",""
"Mild or very mild","Malta","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","22.8",""
"Mild or very mild","Malta","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","18.7",""
"Mild or very mild","Malta","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","24.7",""
"Mild or very mild","Malta","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","30.5",""
"Mild or very mild","Malta","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","34.6",""
"Mild or very mild","Malta","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","22.5",""
"Mild or very mild","Malta","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","27.4",""
"Mild or very mild","Malta","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","28.6",""
"Mild or very mild","Malta","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","37.0",""
"Mild or very mild","Malta","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","44.0",""
"Mild or very mild","Netherlands","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","46.6",""
"Mild or very mild","Netherlands","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","39.2",""
"Mild or very mild","Netherlands","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","40.9",""
"Mild or very mild","Netherlands","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","36.1",""
"Mild or very mild","Netherlands","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","37.6",""
"Mild or very mild","Netherlands","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","51.4",""
"Mild or very mild","Netherlands","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","40.8",""
"Mild or very mild","Netherlands","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","42.6",""
"Mild or very mild","Netherlands","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","40.6",""
"Mild or very mild","Netherlands","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","36.5",""
"Mild or very mild","Austria","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","22.7",""
"Mild or very mild","Austria","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","22.8",""
"Mild or very mild","Austria","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","26.0",""
"Mild or very mild","Austria","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","27.9",""
"Mild or very mild","Austria","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","29.2",""
"Mild or very mild","Austria","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","24.7",""
"Mild or very mild","Austria","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","26.9",""
"Mild or very mild","Austria","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","27.4",""
"Mild or very mild","Austria","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","29.1",""
"Mild or very mild","Austria","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","27.1",""
"Mild or very mild","Poland","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","9.5",""
"Mild or very mild","Poland","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","15.4",""
"Mild or very mild","Poland","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","16.3",""
"Mild or very mild","Poland","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","23.2",""
"Mild or very mild","Poland","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","27.4",""
"Mild or very mild","Poland","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","13.9",""
"Mild or very mild","Poland","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","18.8",""
"Mild or very mild","Poland","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","20.7",""
"Mild or very mild","Poland","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","24.6",""
"Mild or very mild","Poland","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","22.4",""
"Mild or very mild","Portugal","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","21.7",""
"Mild or very mild","Portugal","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","20.1",""
"Mild or very mild","Portugal","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","24.4",""
"Mild or very mild","Portugal","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","23.2",""
"Mild or very mild","Portugal","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","25.6",""
"Mild or very mild","Portugal","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","26.0",""
"Mild or very mild","Portugal","Percentage","All ISCED 2011 levels ","2014","Females","From 25 to 34 years","24.4",""
"Mild or very mild","Portugal","Percentage","All ISCED 2011 levels ","2014","Females","From 35 to 44 years","26.0",""
"Mild or very mild","Portugal","Percentage","All ISCED 2011 levels ","2014","Females","From 45 to 64 years","25.1",""
"Mild or very mild","Portugal","Percentage","All ISCED 2011 levels ","2014","Females","65 years or over","23.5",""
"Mild or very mild","Romania","Percentage","All ISCED 2011 levels ","2014","Males","From 15 to 24 years","6.8",""
"Mild or very mild","Romania","Percentage","All ISCED 2011 levels ","2014","Males","From 25 to 34 years","18.2",""
"Mild or very mild","Romania","Percentage","All ISCED 2011 levels ","2014","Males","From 35 to 44 years","27.9",""
"Mild or very mild","Romania","Percentage","All ISCED 2011 levels ","2014","Males","From 45 to 64 years","44.7",""
"Mild or very mild","Romania","Percentage","All ISCED 2011 levels ","2014","Males","65 years or over","37.2",""
"Mild or very mild","Romania","Percentage","All ISCED 2011 levels ","2014","Females","From 15 to 24 years","8.1",""
