"ISCO08","GEO","UNIT","DURATION","TIME","ISCED11","SEX","AGE","Value","Flag and Footnotes"
"Medical doctors","Latvia","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","65 years or over","14.1",""
"Medical doctors","Latvia","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","2.1",""
"Medical doctors","Latvia","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","1.0",""
"Medical doctors","Latvia","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","1.7",""
"Medical doctors","Latvia","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","1.2",""
"Medical doctors","Latvia","Percentage","Never","2014","All ISCED 2011 levels ","Males","65 years or over","1.0",""
"Medical doctors","Latvia","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","0.4",""
"Medical doctors","Latvia","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","0",""
"Medical doctors","Latvia","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","0.9",""
"Medical doctors","Latvia","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","0.3",""
"Medical doctors","Latvia","Percentage","Never","2014","All ISCED 2011 levels ","Females","65 years or over","0.4",""
"Medical doctors","Lithuania","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 15 to 24 years",":",""
"Medical doctors","Lithuania","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 25 to 34 years",":",""
"Medical doctors","Lithuania","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 35 to 44 years",":",""
"Medical doctors","Lithuania","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 45 to 64 years",":",""
"Medical doctors","Lithuania","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","65 years or over",":",""
"Medical doctors","Lithuania","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 15 to 24 years",":",""
"Medical doctors","Lithuania","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 25 to 34 years",":",""
"Medical doctors","Lithuania","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 35 to 44 years",":",""
"Medical doctors","Lithuania","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 45 to 64 years",":",""
"Medical doctors","Lithuania","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","65 years or over",":",""
"Medical doctors","Lithuania","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 15 to 24 years",":",""
"Medical doctors","Lithuania","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 25 to 34 years",":",""
"Medical doctors","Lithuania","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 35 to 44 years",":",""
"Medical doctors","Lithuania","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 45 to 64 years",":",""
"Medical doctors","Lithuania","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","65 years or over",":",""
"Medical doctors","Lithuania","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 15 to 24 years",":",""
"Medical doctors","Lithuania","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 25 to 34 years",":",""
"Medical doctors","Lithuania","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 35 to 44 years",":",""
"Medical doctors","Lithuania","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 45 to 64 years",":",""
"Medical doctors","Lithuania","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","65 years or over",":",""
"Medical doctors","Lithuania","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","74.4",""
"Medical doctors","Lithuania","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","52.2",""
"Medical doctors","Lithuania","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","58.1",""
"Medical doctors","Lithuania","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","70.4",""
"Medical doctors","Lithuania","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","65 years or over","85.8",""
"Medical doctors","Lithuania","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","78.4",""
"Medical doctors","Lithuania","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","73.4",""
"Medical doctors","Lithuania","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","72.4",""
"Medical doctors","Lithuania","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","85.0",""
"Medical doctors","Lithuania","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","65 years or over","92.9",""
"Medical doctors","Lithuania","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","25.3",""
"Medical doctors","Lithuania","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","47.4",""
"Medical doctors","Lithuania","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","41.5",""
"Medical doctors","Lithuania","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","29.2",""
"Medical doctors","Lithuania","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","65 years or over","14.2",""
"Medical doctors","Lithuania","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","21.2",""
"Medical doctors","Lithuania","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","26.6",""
"Medical doctors","Lithuania","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","27.6",""
"Medical doctors","Lithuania","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","14.9",""
"Medical doctors","Lithuania","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","65 years or over","7.1",""
"Medical doctors","Lithuania","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","0.3",""
"Medical doctors","Lithuania","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","0.3",""
"Medical doctors","Lithuania","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","0.4",""
"Medical doctors","Lithuania","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","0.4",""
"Medical doctors","Lithuania","Percentage","Never","2014","All ISCED 2011 levels ","Males","65 years or over","0",""
"Medical doctors","Lithuania","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","0.3",""
"Medical doctors","Lithuania","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","0",""
"Medical doctors","Lithuania","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","0",""
"Medical doctors","Lithuania","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","0.1",""
"Medical doctors","Lithuania","Percentage","Never","2014","All ISCED 2011 levels ","Females","65 years or over","0",""
"Medical doctors","Luxembourg","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 15 to 24 years",":",""
"Medical doctors","Luxembourg","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 25 to 34 years",":",""
"Medical doctors","Luxembourg","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 35 to 44 years",":",""
"Medical doctors","Luxembourg","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 45 to 64 years",":",""
"Medical doctors","Luxembourg","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","65 years or over",":",""
"Medical doctors","Luxembourg","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 15 to 24 years",":",""
"Medical doctors","Luxembourg","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 25 to 34 years",":",""
"Medical doctors","Luxembourg","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 35 to 44 years",":",""
"Medical doctors","Luxembourg","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 45 to 64 years",":",""
"Medical doctors","Luxembourg","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","65 years or over",":",""
"Medical doctors","Luxembourg","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 15 to 24 years",":",""
"Medical doctors","Luxembourg","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 25 to 34 years",":",""
"Medical doctors","Luxembourg","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 35 to 44 years",":",""
"Medical doctors","Luxembourg","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 45 to 64 years",":",""
"Medical doctors","Luxembourg","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","65 years or over",":",""
"Medical doctors","Luxembourg","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 15 to 24 years",":",""
"Medical doctors","Luxembourg","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 25 to 34 years",":",""
"Medical doctors","Luxembourg","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 35 to 44 years",":",""
"Medical doctors","Luxembourg","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 45 to 64 years",":",""
"Medical doctors","Luxembourg","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","65 years or over",":",""
"Medical doctors","Luxembourg","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","75.5",""
"Medical doctors","Luxembourg","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","74.1",""
"Medical doctors","Luxembourg","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","75.9",""
"Medical doctors","Luxembourg","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","88.2",""
"Medical doctors","Luxembourg","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","65 years or over","95.0",""
"Medical doctors","Luxembourg","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","84.5",""
"Medical doctors","Luxembourg","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","88.9",""
"Medical doctors","Luxembourg","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","90.2",""
"Medical doctors","Luxembourg","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","93.8",""
"Medical doctors","Luxembourg","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","65 years or over","94.5",""
"Medical doctors","Luxembourg","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","22.2",""
"Medical doctors","Luxembourg","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","24.2",""
"Medical doctors","Luxembourg","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","22.9",""
"Medical doctors","Luxembourg","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","10.8",""
"Medical doctors","Luxembourg","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","65 years or over","4.5",""
"Medical doctors","Luxembourg","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","13.0",""
"Medical doctors","Luxembourg","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","10.3",""
"Medical doctors","Luxembourg","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","9.0",""
"Medical doctors","Luxembourg","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","6.2",""
"Medical doctors","Luxembourg","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","65 years or over","5.2",""
"Medical doctors","Luxembourg","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","2.2",""
"Medical doctors","Luxembourg","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","1.7",""
"Medical doctors","Luxembourg","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","1.2",""
"Medical doctors","Luxembourg","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","0.9",""
"Medical doctors","Luxembourg","Percentage","Never","2014","All ISCED 2011 levels ","Males","65 years or over","0.6",""
"Medical doctors","Luxembourg","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","2.4",""
"Medical doctors","Luxembourg","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","0.8",""
"Medical doctors","Luxembourg","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","0.7",""
"Medical doctors","Luxembourg","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","0",""
"Medical doctors","Luxembourg","Percentage","Never","2014","All ISCED 2011 levels ","Females","65 years or over","0.3",""
"Medical doctors","Hungary","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 15 to 24 years",":",""
"Medical doctors","Hungary","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 25 to 34 years",":",""
"Medical doctors","Hungary","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 35 to 44 years",":",""
"Medical doctors","Hungary","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 45 to 64 years",":",""
"Medical doctors","Hungary","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","65 years or over",":",""
"Medical doctors","Hungary","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 15 to 24 years",":",""
"Medical doctors","Hungary","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 25 to 34 years",":",""
"Medical doctors","Hungary","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 35 to 44 years",":",""
"Medical doctors","Hungary","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 45 to 64 years",":",""
"Medical doctors","Hungary","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","65 years or over",":",""
"Medical doctors","Hungary","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 15 to 24 years",":",""
"Medical doctors","Hungary","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 25 to 34 years",":",""
"Medical doctors","Hungary","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 35 to 44 years",":",""
"Medical doctors","Hungary","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 45 to 64 years",":",""
"Medical doctors","Hungary","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","65 years or over",":",""
"Medical doctors","Hungary","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 15 to 24 years",":",""
"Medical doctors","Hungary","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 25 to 34 years",":",""
"Medical doctors","Hungary","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 35 to 44 years",":",""
"Medical doctors","Hungary","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 45 to 64 years",":",""
"Medical doctors","Hungary","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","65 years or over",":",""
"Medical doctors","Hungary","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","76.3",""
"Medical doctors","Hungary","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","69.6",""
"Medical doctors","Hungary","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","74.6",""
"Medical doctors","Hungary","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","83.6",""
"Medical doctors","Hungary","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","65 years or over","89.5",""
"Medical doctors","Hungary","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","85.6",""
"Medical doctors","Hungary","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","84.9",""
"Medical doctors","Hungary","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","86.7",""
"Medical doctors","Hungary","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","90.0",""
"Medical doctors","Hungary","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","65 years or over","93.2",""
"Medical doctors","Hungary","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","23.3",""
"Medical doctors","Hungary","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","30.1",""
"Medical doctors","Hungary","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","25.4",""
"Medical doctors","Hungary","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","16.0",""
"Medical doctors","Hungary","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","65 years or over","10.5",""
"Medical doctors","Hungary","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","13.9",""
"Medical doctors","Hungary","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","15.1",""
"Medical doctors","Hungary","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","13.3",""
"Medical doctors","Hungary","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","10.0",""
"Medical doctors","Hungary","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","65 years or over","6.8",""
"Medical doctors","Hungary","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","0.4",""
"Medical doctors","Hungary","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","0.3",""
"Medical doctors","Hungary","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","0",""
"Medical doctors","Hungary","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","0.4",""
"Medical doctors","Hungary","Percentage","Never","2014","All ISCED 2011 levels ","Males","65 years or over","0",""
"Medical doctors","Hungary","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","0.4",""
"Medical doctors","Hungary","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","0",""
"Medical doctors","Hungary","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","0",""
"Medical doctors","Hungary","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","0",""
"Medical doctors","Hungary","Percentage","Never","2014","All ISCED 2011 levels ","Females","65 years or over","0",""
"Medical doctors","Malta","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 15 to 24 years",":",""
"Medical doctors","Malta","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 25 to 34 years",":",""
"Medical doctors","Malta","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 35 to 44 years",":",""
"Medical doctors","Malta","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 45 to 64 years",":",""
"Medical doctors","Malta","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","65 years or over",":",""
"Medical doctors","Malta","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 15 to 24 years",":",""
"Medical doctors","Malta","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 25 to 34 years",":",""
"Medical doctors","Malta","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 35 to 44 years",":",""
"Medical doctors","Malta","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 45 to 64 years",":",""
"Medical doctors","Malta","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","65 years or over",":",""
"Medical doctors","Malta","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 15 to 24 years",":",""
"Medical doctors","Malta","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 25 to 34 years",":",""
"Medical doctors","Malta","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 35 to 44 years",":",""
"Medical doctors","Malta","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 45 to 64 years",":",""
"Medical doctors","Malta","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","65 years or over",":",""
"Medical doctors","Malta","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 15 to 24 years",":",""
"Medical doctors","Malta","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 25 to 34 years",":",""
"Medical doctors","Malta","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 35 to 44 years",":",""
"Medical doctors","Malta","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 45 to 64 years",":",""
"Medical doctors","Malta","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","65 years or over",":",""
"Medical doctors","Malta","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","72.3",""
"Medical doctors","Malta","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","71.9",""
"Medical doctors","Malta","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","76.7",""
"Medical doctors","Malta","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","76.1",""
"Medical doctors","Malta","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","65 years or over","84.2",""
"Medical doctors","Malta","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","77.5",""
"Medical doctors","Malta","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","77.1",""
"Medical doctors","Malta","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","82.5",""
"Medical doctors","Malta","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","85.5",""
"Medical doctors","Malta","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","65 years or over","90.6",""
"Medical doctors","Malta","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","25.8",""
"Medical doctors","Malta","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","25.8",""
"Medical doctors","Malta","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","22.4",""
"Medical doctors","Malta","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","22.9",""
"Medical doctors","Malta","Percentage","1 year or over","2014","All ISCED 2011 levels ","Males","65 years or over","14.7",""
"Medical doctors","Malta","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","20.4",""
"Medical doctors","Malta","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","22.4",""
"Medical doctors","Malta","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","17.1",""
"Medical doctors","Malta","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","14.1",""
"Medical doctors","Malta","Percentage","1 year or over","2014","All ISCED 2011 levels ","Females","65 years or over","8.6",""
"Medical doctors","Malta","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","1.8",""
"Medical doctors","Malta","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","2.3",""
"Medical doctors","Malta","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","0.9",""
"Medical doctors","Malta","Percentage","Never","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","0.9",""
"Medical doctors","Malta","Percentage","Never","2014","All ISCED 2011 levels ","Males","65 years or over","1.1",""
"Medical doctors","Malta","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","2.1",""
"Medical doctors","Malta","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","0.6",""
"Medical doctors","Malta","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","0.4",""
"Medical doctors","Malta","Percentage","Never","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","0.4",""
"Medical doctors","Malta","Percentage","Never","2014","All ISCED 2011 levels ","Females","65 years or over","0.8",""
"Medical doctors","Netherlands","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 15 to 24 years",":",""
"Medical doctors","Netherlands","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 25 to 34 years",":",""
"Medical doctors","Netherlands","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 35 to 44 years",":",""
"Medical doctors","Netherlands","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","From 45 to 64 years",":",""
"Medical doctors","Netherlands","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Males","65 years or over",":",""
"Medical doctors","Netherlands","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 15 to 24 years",":",""
"Medical doctors","Netherlands","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 25 to 34 years",":",""
"Medical doctors","Netherlands","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 35 to 44 years",":",""
"Medical doctors","Netherlands","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","From 45 to 64 years",":",""
"Medical doctors","Netherlands","Percentage","Less than 6 months","2014","All ISCED 2011 levels ","Females","65 years or over",":",""
"Medical doctors","Netherlands","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 15 to 24 years",":",""
"Medical doctors","Netherlands","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 25 to 34 years",":",""
"Medical doctors","Netherlands","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 35 to 44 years",":",""
"Medical doctors","Netherlands","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","From 45 to 64 years",":",""
"Medical doctors","Netherlands","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Males","65 years or over",":",""
"Medical doctors","Netherlands","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 15 to 24 years",":",""
"Medical doctors","Netherlands","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 25 to 34 years",":",""
"Medical doctors","Netherlands","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 35 to 44 years",":",""
"Medical doctors","Netherlands","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","From 45 to 64 years",":",""
"Medical doctors","Netherlands","Percentage","From 6 to 12 months","2014","All ISCED 2011 levels ","Females","65 years or over",":",""
"Medical doctors","Netherlands","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","56.2",""
"Medical doctors","Netherlands","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","63.0",""
"Medical doctors","Netherlands","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","65.0",""
"Medical doctors","Netherlands","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","73.3",""
"Medical doctors","Netherlands","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Males","65 years or over","85.1",""
"Medical doctors","Netherlands","Percentage","Less than 1 year","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","80.4",""
